;id;;TipoEmpresa;;Empresa;;pais;
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a11333b2-e34a-7cee-19ff-438dfb1bb3f0;',';Distribution;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';d94554c7-4b9d-50c9-98e2-438dfbe8a5f8;',';Distribution;',';Electronics;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';19d5e398-425e-558e-6d74-438dfbf0fe26;',';Manufacturing;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4af89ff2-afdd-3782-61e3-438dfbb82b14;',';Consulting;',';Transportation;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';88ac74b1-6800-3777-713b-438dfbe7d7a8;',';Supply;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c09a5ab8-54e1-6916-f816-438dfb8d3205;',';Distribution;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';f0c43a56-a365-6fd7-e4c6-438dfbc330f8;',';Manufacturing;',';Electronics;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';34cd4a83-471e-2d8e-17c2-438dfb89a26b;',';Supply;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';6b96215c-a64e-cccb-ca71-438dfbec8fc2;',';Manufacturing;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';9fa1f669-d722-eea7-c612-438dfbbc06c9;',';Consulting;',';Construction;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';d000e617-e866-9135-c35f-438dfbda2b06;',';Distribution;',';Transportation;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';bf7005c7-6394-b116-8ea2-438dfb69e18a;',';Consulting;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';3c4f1718-d156-88b2-4920-438dfb205760;',';Supply;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';73770f6d-157a-09f1-0350-438dfbdb2bd9;',';Distribution;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a34bb829-3373-27a1-0852-438dfb57c8d1;',';Distribution;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';d7fbdc0c-ec20-226e-1b68-438dfb1700d6;',';Supply;',';Machinery;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';2b9482ec-3479-9c0a-6fb0-438dfb0980cf;',';Supply;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';60f8c2a9-16bb-3bac-e879-438dfbc87f71;',';Supply;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';98802778-d9c9-d247-7742-438dfb5a8bc0;',';Supply;',';Electronics;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';d2ba75be-3c40-9b5e-ca6b-438dfb2ef23f;',';Manufacturing;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1921d5d5-eb23-46e8-25cc-438dfbe3305f;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';5e4affc3-fc43-dcb3-8da1-438dfb03c50e;',';Supply;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';90e70ca7-9327-00ec-c1b3-438dfbfecb31;',';Supply;',';Construction;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c0f2ee49-be18-e1a1-9b12-438dfb9b29aa;',';Manufacturing;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';23710ff1-e84e-783e-5daa-438dfbc1324c;',';Consulting;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';44024f5a-5c41-6d76-f423-438dfb832b76;',';Consulting;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';81f45e11-9a91-753e-cb49-438dfbfd7fd5;',';Consulting;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';b7dec629-ebe9-301f-a9fe-438dfbd70e2a;',';Distribution;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';eed243f1-48d1-3ecd-3487-438dfbc741f0;',';Distribution;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';2a91d192-9acb-1d12-fd0a-438dfb1cb462;',';Supply;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';60e4ebb5-c76b-436e-9306-438dfbbc3373;',';Supply;',';Machinery;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';9999812c-f78f-cb3a-bdfc-438dfb6a834c;',';Supply;',';Machinery;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';cfca9f5e-a1b3-1d21-df6a-438dfb36eadf;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1864a1cc-60b1-c48b-8f71-438dfba9ba59;',';Manufacturing;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4884f8c8-1b4a-ca44-502d-438dfb71f043;',';Supply;',';Transportation;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';7b494b9c-bfe6-5125-3139-438dfb7f4b61;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';b26eaa78-b909-c1d6-f477-438dfb12c935;',';Supply;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';304e07d6-fd21-1d2a-d905-438dfb7015ac;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';3364987a-77b9-8587-0419-438dfb4161c6;',';Manufacturing;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';751f74c6-e766-4a2d-c618-438dfb884964;',';Distribution;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a93e924a-538b-1601-ae87-438dfb8fc4a2;',';Distribution;',';Transportation;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e0737887-c5f3-a1a5-e608-438dfbd3315c;',';Supply;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';2374b87b-5ad6-737a-8950-438dfbdc4ec4;',';Distribution;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';622a9551-b8cc-1eb3-5ebb-438dfb0eab51;',';Consulting;',';Transportation;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';9c2c6aa1-824f-f9af-7ecb-438dfb6c1188;',';Supply;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';cc69d83e-11f0-f3e0-d42d-438dfb68d005;',';Consulting;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';fff9081b-2d2c-ae3f-faaa-438dfb9df93d;',';Consulting;',';Machinery;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4fbfef86-ea7d-b3c8-2a7a-438dfb305253;',';Manufacturing;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';8a43b583-3f48-a059-3087-438dfbd5f54f;',';Supply;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';baaaecde-dd04-9723-7b93-438dfba458e3;',';Supply;',';Electronics;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';f30c7cf7-c0c7-0ddb-9e80-438dfbd3a059;',';Manufacturing;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';504421d1-6b83-2d46-28f1-438dfb176619;',';Consulting;',';Telecommunications;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';849ff02a-a41e-a831-1c4a-438dfb9ac9c5;',';Supply;',';Transportation;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c6407d2b-037b-c156-ea7a-438dfba2d249;',';Manufacturing;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';36a40b1b-cb67-ceb4-0533-438dfb7d0963;',';Distribution;',';Engineering;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';45a5a513-0d9b-aadb-5c29-438dfb1fdc19;',';Consulting;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';80a8a566-3f2a-194b-646c-438dfbc93925;',';Manufacturing;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';ca42a368-c80b-7cca-5596-438dfb51d67e;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';ebf1026b-33e5-900d-f7b2-438dfb8a68cd;',';Consulting;',';Electronics;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';3efe2b3e-0a4a-c3fe-aef8-438dfbad5ee3;',';Consulting;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';838163c6-4c13-957a-1afb-438dfb2ca106;',';Supply;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c5459906-c7f9-27ca-7cde-438dfb77de9a;',';Manufacturing;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a0b7065e-075b-3b0f-c2bc-438dfb008e30;',';Manufacturing;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';5e74135e-b955-5ffd-8f0c-438dfbe44b00;',';Manufacturing;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';9a12f641-08dd-f9b2-2def-438dfb694df6;',';Consulting;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';dc83dcc0-d01b-8c04-b643-438dfb9f335e;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';340cc499-cd7d-5941-40ff-438dfb26c7a9;',';Supply;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';70cfedfa-30fa-5e8d-9c2e-438dfb7dccac;',';Distribution;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a0cea6f1-a86f-cfcd-4a58-438dfbb32474;',';Supply;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e42c1718-a0c6-c10a-160f-438dfbe77501;',';Consulting;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';20292e58-c2b9-29de-299f-438dfb4dc874;',';Supply;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';70266a53-82a3-acff-f7db-438dfb24a59f;',';Consulting;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a9f8b729-dd46-fa62-6e96-438dfb37f4cb;',';Distribution;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e4773e57-f838-8bf1-f04a-438dfbc86a47;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';2a41280f-1e6d-838e-c46f-438dfbb2e0d6;',';Consulting;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';71fc22f1-cb94-037b-8b25-438dfba9f9e3;',';Consulting;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c082f0d9-9511-ddc3-a24f-438dfbe61104;',';Consulting;',';Transportation;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';10c132e5-9074-b5c9-335c-438dfbfba202;',';Consulting;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';6006ab36-84f7-f994-0326-438dfbce1f60;',';Manufacturing;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';9d1f300c-ec5a-6b7f-640f-438dfbca0fd9;',';Manufacturing;',';Construction;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e25563d8-e9ae-59c1-b16d-438dfb5bac3d;',';Supply;',';Electronics;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1e5d7290-9444-62ce-93c4-438dfbebbee8;',';Distribution;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';59596161-ecce-4e01-e4c0-438dfb4ff125;',';Distribution;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';96e57544-3ad1-9a36-ef96-438dfbec0b11;',';Manufacturing;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';dd3d85cb-9c27-8d9d-8db5-438dfb85537a;',';Consulting;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';2eeaa483-0194-67e8-5bdd-438dfbb60ccb;',';Distribution;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';5f0d7f18-38a2-12a5-4db4-438dfbfbd6eb;',';Distribution;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';9d8bc0c6-b3c1-e81d-f394-438dfb41fcd4;',';Distribution;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e488e549-954c-86df-9e80-438dfb10a6fa;',';Manufacturing;',';Telecommunications;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';20b432f7-cf4d-dd8d-0341-438dfbd532ba;',';Consulting;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';5c4866c0-bccc-d7c9-6ac5-438dfbc9d570;',';Supply;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';9aadf826-537d-c6b7-e7fe-438dfba9881c;',';Distribution;',';Construction;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';caa4c6ab-ab71-ffb2-ac83-438dfb3457da;',';Manufacturing;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1d98d9e0-4058-aede-3d44-438dfb44af49;',';Supply;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';736eaf1d-739b-8fbe-46dc-438dfba914ad;',';Manufacturing;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a3a0858e-b3f3-2557-b597-438dfbf596b3;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';dfcc7856-219e-f4ee-968c-438dfb5374f7;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4d4fb109-a147-164a-7078-438dfb21dc20;',';Consulting;',';Machinery;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';82991196-40ca-6cef-1cac-438dfb08f497;',';Supply;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';bffce1e9-399b-b344-74da-438dfb464f30;',';Distribution;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';98860e21-aa2a-ef96-d003-438dfb2d8436;',';Distribution;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';3b36216f-a3db-a148-b194-438dfbe17840;',';Supply;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';7b28da71-732a-623c-77fa-438dfbe91aa6;',';Supply;',';Communications;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';ab43ac14-4019-51f9-3490-438dfb6e12de;',';Supply;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';db489ef6-f6ae-6e3b-3b6e-438dfb73fda3;',';Supply;',';Electronics;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';30921930-dd76-d74b-03d3-438dfbf185c3;',';Manufacturing;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';70b79b91-4836-3308-36aa-438dfbae2531;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a1390532-2bad-f7be-a025-438dfbc3db6b;',';Supply;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';d18b839f-0374-3a4d-c8ae-438dfbcca296;',';Supply;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1acbfe30-7ed3-8742-d41e-438dfb7fffd7;',';Manufacturing;',';Transportation;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';7536903c-aee1-3994-51db-438dfbe974a6;',';Consulting;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a586a963-8c8d-444d-ef96-438dfbb7ec6f;',';Consulting;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';d5cef91d-7579-2bf5-e1da-438dfb9c1f01;',';Consulting;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';3a1d8224-f228-2a6f-0875-438dfbcf8793;',';Distribution;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';6d303905-f4e0-640c-af5a-438dfb307c0f;',';Distribution;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e17a0d13-3963-7868-ca52-438dfbd6d960;',';Supply;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1daf85c8-6874-a17b-17cb-438dfb55a65f;',';Supply;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';69ac166c-2b09-54c5-e12e-438dfb58be75;',';Supply;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c64ca1f4-971c-ba58-e3a6-438dfbe4e18a;',';Distribution;',';Transportation;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';2e151528-0941-acdb-9162-438dfb4fb878;',';Manufacturing;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';7d77c5de-1ccb-a31f-2fa0-438dfb56e39b;',';Supply;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';ca27de55-8edd-4ee9-e5ac-438dfbd89907;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';60b70a54-714f-be7a-4b60-438dfb818721;',';Supply;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4493f50e-b438-9309-7460-438dfbd1e55a;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';7785d491-20b6-5a33-d7f5-438dfbbcdfe4;',';Manufacturing;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';b72ef6a5-a70e-7e32-7555-438dfb48175a;',';Distribution;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1226c48a-8e8a-48fd-168f-438dfbbc24a6;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';51069b30-5071-f6e7-81d6-438dfbfac69a;',';Supply;',';Engineering;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a169e42d-a69b-b039-6170-438dfbd9dd1b;',';Distribution;',';Communications;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';d1c588fa-0835-de12-f760-438dfb25122d;',';Consulting;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1463cd37-29f8-b0f2-4514-438dfb7af5ba;',';Supply;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4488073d-4339-fb11-e278-438dfb45d751;',';Consulting;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';86b427e1-a1dd-4d58-d470-438dfbdd6dfd;',';Consulting;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e4ce44fa-216f-d1c7-e9ef-438dfbb2cc13;',';Manufacturing;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';30243b86-0c2f-4cd9-cf98-438dfb7a611e;',';Supply;',';Machinery;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';7282206d-2097-c88f-cc36-438dfb4272e6;',';Supply;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';b269cbcc-3523-84cd-76a1-438dfb8cca3e;',';Manufacturing;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';db29071d-ab61-8267-207d-438dfbd07e1f;',';Consulting;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';52e4fd3b-926a-77bb-c6ba-438dfbe5a927;',';Supply;',';Transportation;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';861f83dc-68b6-733b-cbce-438dfb2b868a;',';Manufacturing;',';Electronics;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c661b334-bf51-1dde-62bf-438dfbf2442c;',';Distribution;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';12814883-6201-bc73-1589-438dfbe68b5d;',';Consulting;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';68359cf5-c82c-2694-bcf9-438dfbe295ac;',';Manufacturing;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a2f0f610-c757-4a3d-0e53-438dfb0662eb;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';d6b280a6-e776-1416-4a2f-438dfbc155a4;',';Consulting;',';Electronics;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1620dad8-2eb7-e7e0-cc51-438dfb06f565;',';Consulting;',';Engineering;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4ca2c4b2-a7ad-2dd5-c8ce-438dfbacc559;',';Supply;',';Telecommunications;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';94a3441e-a450-ea5a-d820-438dfb458713;',';Manufacturing;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';d882d439-557f-3c8a-2b84-438dfb8fb443;',';Manufacturing;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';27d80dd7-5709-0d55-bc59-438dfb2ecf77;',';Manufacturing;',';Engineering;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';6bdb4764-4c85-d993-60a3-438dfbd78877;',';Consulting;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';b0e04bdb-7d18-6594-1161-438dfbdd2db8;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';f36732ff-d18a-33cf-cdef-438dfb50e080;',';Supply;',';Electronics;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';52bed83a-38fc-b11f-f87f-438dfb98b92e;',';Distribution;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';86d3263a-ebb4-fe6c-af85-438dfb92f6e9;',';Supply;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c899fe71-1c72-cefa-3506-438dfbf06cbb;',';Consulting;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';3848e594-7629-8173-06a8-438dfbd07afa;',';Supply;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';7cb73f6a-5de6-f957-936b-438dfb2ab8cb;',';Consulting;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';ad0c8ac5-b1f9-9dcd-ca34-438dfb04c1a8;',';Distribution;',';Communications;',';USA;"');"
